"","Name","URL"
"225","Section Monocosta","http://ifpni.org/infragenus.htm?id=849DB78B-4BCA-E9C2-0722-A4B260C39FB4"
"226","Section Otozamites","http://ifpni.org/infragenus.htm?id=0A8396B5-B5B2-B5BB-F081-5D8E825D5199"
"227","Section Ptilophyllum","http://ifpni.org/infragenus.htm?id=4AB53820-EECC-98DB-948B-01267E29C0AB"
"228","Section Sphenozamites","http://ifpni.org/infragenus.htm?id=0B535FD4-1736-A111-B5A2-1E7896284847"
"229","Subgenus Calymmatoxylon","http://ifpni.org/infragenus.htm?id=9D7E38E1-606B-4C72-93C4-E8DC93EE287E"
"230","Unranked Fasciculites","http://ifpni.org/infragenus.htm?id=FAA2554E-D7E0-4275-9E97-A03DAC2F256D"
"231","Unranked Antiguensia","http://ifpni.org/infragenus.htm?id=D144E905-FC9E-4769-B1BB-9C01204A7175"
"232","Unranked Complanata","http://ifpni.org/infragenus.htm?id=6C3B0B07-9C1E-45B9-8600-0CD8C9E30B72"
"233","Unranked Cordata","http://ifpni.org/infragenus.htm?id=ECD49238-888C-489D-9788-7974CD4F007B"
"234","Unranked Lunaria","http://ifpni.org/infragenus.htm?id=DD02B45B-587C-4A7E-8819-E858A0A724D0"
"235","Unranked Reniformia","http://ifpni.org/infragenus.htm?id=12AB3F51-6B4D-43B3-9ED9-EDD185BD75AC"
"236","Unranked Sagittata","http://ifpni.org/infragenus.htm?id=6EBE5679-F4BE-4468-95C1-DCF4D3E33C76"
"237","Unranked Vaginata","http://ifpni.org/infragenus.htm?id=2494302C-4BE1-4837-B30A-5BDB6CB5AA02"
"238","Unranked Acrostichides","http://ifpni.org/infragenus.htm?id=B8F46936-8677-71C6-2455-08652AD2CC6C"
"239","Subgenus Aplophlebis","http://ifpni.org/infragenus.htm?id=48313E52-F802-3978-A6C0-37DEFFCCA058"
"240","Unranked Aspidides","http://ifpni.org/infragenus.htm?id=ADDBF574-EB27-289E-CB81-3C1C09ABA604"
"241","Unranked Asplenides","http://ifpni.org/infragenus.htm?id=84AAD67F-2CCD-FE34-DDEC-AD89F90202C1"
"242","Subgenus Campylopteris","http://ifpni.org/infragenus.htm?id=51971672-F198-DF52-311E-FF33E61CCB1B"
"243","Unranked Cyatheides","http://ifpni.org/infragenus.htm?id=166B225A-BEFD-A0B1-F41E-C162585CCEC1"
"244","Section Cyathoides","http://ifpni.org/infragenus.htm?id=E2E0C003-1DF8-F52E-1B43-3D5CF977AB0B"
"245","Subgenus Dicrophlebis","http://ifpni.org/infragenus.htm?id=3B3202A1-BED0-FDFA-7201-A7C3AD88F4E7"
"246","Section Diplazioides","http://ifpni.org/infragenus.htm?id=53FFA9EC-E498-D333-CBD2-2D69F43C6F19"
"247","Subgenus Eupecopteris","http://ifpni.org/infragenus.htm?id=8381D31E-2930-8AE6-DF94-95C028E5955C"
"248","Section Goniopteridites","http://ifpni.org/infragenus.htm?id=CEFB78F7-743C-DE44-15A4-C7A324F6F367"
"249","Section Neuropteroides","http://ifpni.org/infragenus.htm?id=B928BAFC-AB87-7FDB-77B9-B67C3E7A34BD"
"250","Subgenus Orthopleuria","http://ifpni.org/infragenus.htm?id=7FE3B825-8C64-EE08-270D-C73A9F5DB1B8"
"251","Section Pteroides","http://ifpni.org/infragenus.htm?id=D7D341C2-77D4-8E17-002E-FE9AE48FBACA"
"252","Subgenus Sphenopecopteris","http://ifpni.org/infragenus.htm?id=DE9D1856-11D7-24A5-88E0-7955D3ABE772"
"253","Section Sphenopteroides","http://ifpni.org/infragenus.htm?id=FFD8E31C-8F29-16F3-C6E8-4D4B6A972DCA"
"254","Section Taeniopteroides","http://ifpni.org/infragenus.htm?id=F8122C2F-28DC-B69F-10B6-CE24F1509313"
"255","Section Unitae","http://ifpni.org/infragenus.htm?id=8CBDB7A3-FEF3-2EB0-BA81-B028A43BA948"
"256","Unranked Calothecae","http://ifpni.org/infragenus.htm?id=80AD655B-E89E-628A-93B6-B526D33DFC8E"
"257","Unranked Lejothecae","http://ifpni.org/infragenus.htm?id=6B4711F7-D73D-4FBA-32D7-7C4F9ECC9C36"
"258","Unranked Belidoxylon","http://ifpni.org/infragenus.htm?id=45D46840-8042-7F38-D591-55AA00B796C3"
"259","Unranked Campoxylon","http://ifpni.org/infragenus.htm?id=4026F865-5533-8392-F6AD-4AF70EF72BD1"
"260","Unranked Colymboxylon","http://ifpni.org/infragenus.htm?id=FB5820D7-2367-F8CA-9416-EF857458B90B"
"261","Unranked Elatoxylon","http://ifpni.org/infragenus.htm?id=1B17E619-3B2A-2C98-6A55-DA2818153E92"
"262","Unranked Phleboxylon","http://ifpni.org/infragenus.htm?id=BC85755D-2567-6453-6B63-408149B9DD01"
"263","Unranked Pitoxylon","http://ifpni.org/infragenus.htm?id=3B365090-E24F-17E2-E190-9C7BCD580DA3"
"264","Unranked Thujoxylon","http://ifpni.org/infragenus.htm?id=93A424C4-1A3C-6B3E-3E65-6A8B2C07357B"
"265","Unranked Tiloxylon","http://ifpni.org/infragenus.htm?id=154CE8F8-9FD4-062D-6053-9A42F2DF9EA6"
"266","Unranked Dictyopteris","http://ifpni.org/infragenus.htm?id=97EF638A-090A-F7CA-E002-0BF018C30D1F"
"267","Subgenus Culgoweria","http://ifpni.org/infragenus.htm?id=7674CB3E-50C1-DE3F-7DC0-9E011F687B8C"
"268","Subgenus Windwardia","http://ifpni.org/infragenus.htm?id=C80EA91B-6426-6E9D-067C-1B06DA5760B3"
"269","Subgenus Aequistomia","http://ifpni.org/infragenus.htm?id=952CF552-8E25-F485-8F4B-E2C6ABFC4DD1"
"270","Section Pseudopicea","http://ifpni.org/infragenus.htm?id=F4B26B60-0293-0FD7-31A9-1FF7ECD68365"
"271","Subgenus Pityanthus","http://ifpni.org/infragenus.htm?id=FE21B019-BF4E-492E-9738-61AB3B692182"
"272","Unranked Pityocladus","http://ifpni.org/infragenus.htm?id=09A899D1-1CD0-43F6-857D-3395DECFAFFD"
"273","Unranked Pityolepis","http://ifpni.org/infragenus.htm?id=D067760E-BE4C-209C-2D6C-2D2FF436F19A"
"274","Unranked Pityophyllum","http://ifpni.org/infragenus.htm?id=A95781BF-87BE-440A-B352-BF48411CC4A3"
"275","Unranked Pityospermum","http://ifpni.org/infragenus.htm?id=95C2F2CC-3903-494B-82C6-6286E5710F16"
"276","Unranked Cedro-Cembra","http://ifpni.org/infragenus.htm?id=9B3D9434-A406-1AC3-9FAE-F7A11D75865B"
"277","Section Mirabilis","http://ifpni.org/infragenus.htm?id=86788BEC-88DB-48C8-A129-6D7A07D6E2F5"
"278","Section Pterocembra","http://ifpni.org/infragenus.htm?id=BA22BAED-4CF4-7BDB-473E-2D3FC1CD5812"
"279","Unranked Strobo-Cembra","http://ifpni.org/infragenus.htm?id=53621776-D197-266B-ED25-CC333A318EC6"
"280","Unranked Pitys","http://ifpni.org/infragenus.htm?id=D829B8E0-F0A7-8708-64CA-69C5807261FE"
"281","Subgenus Glandulosa","http://ifpni.org/infragenus.htm?id=0A2EA23D-F65D-4F6F-BE3D-63C319D8A0E0"
"282","Section Zosterites","http://ifpni.org/infragenus.htm?id=56961163-13A9-797B-74B2-795DCA605317"
"283","Section Stellatoidae","http://ifpni.org/infragenus.htm?id=9B9806B6-484D-4C6B-987F-5D6B295388A5"
"284","Section Validoidae","http://ifpni.org/infragenus.htm?id=101A6657-5859-4BE5-AFC4-98BCE3FD74A7"
"285","Subgenus Elongatum","http://ifpni.org/infragenus.htm?id=3273FFD7-0603-4346-B9C2-4E4EA2231223"
"286","Subgenus Rotundatum","http://ifpni.org/infragenus.htm?id=95691399-FF51-495F-BE65-3A7B275A67A6"
"287","Section Asterolithus","http://ifpni.org/infragenus.htm?id=4ED1DA95-F57C-BBB9-132E-D20A0970BE8B"
"288","Unranked Compressi","http://ifpni.org/infragenus.htm?id=309524CB-AE8F-9ACD-C787-21B3C7DC9CDF"
"289","Unranked Conferti","http://ifpni.org/infragenus.htm?id=5647CF31-4602-1DA5-0E86-B1F1D4D88C39"
"290","Unranked Coronati","http://ifpni.org/infragenus.htm?id=F50927B8-353D-78F5-7F3F-02FD73F8FB12"
"291","Unranked Distichi","http://ifpni.org/infragenus.htm?id=059409AB-A3F1-D414-F752-77A6FC89527E"
"292","Unranked Evaginati","http://ifpni.org/infragenus.htm?id=081D3696-7C36-FE45-018C-E209C00A0EB5"
"293","Section Helmintholithus","http://ifpni.org/infragenus.htm?id=0B2BC10A-5201-ADA4-497F-7C7DE39F0318"
"294","Unranked Jugati","http://ifpni.org/infragenus.htm?id=C6F8958C-D495-87F6-AB81-D0B185D7CADA"
"295","Unranked Radiati","http://ifpni.org/infragenus.htm?id=A90BF02E-7424-6664-6DFE-55CC4B6DFCA6"
"296","Unranked Reticulati","http://ifpni.org/infragenus.htm?id=AAC6819A-D883-5CB0-D818-E622A288B74D"
"297","Unranked Semivaginati","http://ifpni.org/infragenus.htm?id=F2D52798-990A-823A-6948-C64B28D841AE"
"298","Unranked Spirales","http://ifpni.org/infragenus.htm?id=E9619F9A-53F1-3229-62A4-9179D7D89AE9"
"299","Unranked Stellati","http://ifpni.org/infragenus.htm?id=87DCC78C-6738-FDC2-32D0-9C603B1E8EFB"
"300","Subgenus Trimatopteris","http://ifpni.org/infragenus.htm?id=875C48FD-8971-4A09-1ACB-B740EBC0F60D"
"301","Unranked Vaginati","http://ifpni.org/infragenus.htm?id=20C07EFA-9C95-7F86-99E7-23FB405B62BF"
"302","Unranked Verticillati","http://ifpni.org/infragenus.htm?id=CC36A0EB-FB61-01C3-2800-054AA35C4761"
"303","Section Anomozamites","http://ifpni.org/infragenus.htm?id=C9DDCEF6-05E2-4DC5-BD07-DFCE2ED9C349"
"304","Section Ctenis","http://ifpni.org/infragenus.htm?id=CC127FC0-59DA-43F5-B62C-E5A128FE16C3"
"305","Section Osmundites","http://ifpni.org/infragenus.htm?id=026180CC-D236-43A6-A41C-C198D33F887D"
"306","Section Ptilozamites","http://ifpni.org/infragenus.htm?id=2DC48C89-A97E-42F2-A50D-26B83F97BD65"
"307","Subgenus Aspleniopteris","http://ifpni.org/infragenus.htm?id=1B62BFBE-7174-A194-B10E-E96FCBFCD931"
"308","Subgenus Ctenis","http://ifpni.org/infragenus.htm?id=0DB86C1B-5216-9EE0-8D72-5271B6B26E5D"
"309","Subgenus Nilssonia","http://ifpni.org/infragenus.htm?id=B492FFC2-F99E-45E9-A129-02DFD61E3F55"
"310","Subgenus Pterophyllum","http://ifpni.org/infragenus.htm?id=990846BF-3B87-5908-156A-415868CD840C"
"311","Subgenus Taeniopteroides","http://ifpni.org/infragenus.htm?id=389BD31F-1985-63A3-25D7-41435CDF9498"
"312","Unranked Bicornes","http://ifpni.org/infragenus.htm?id=E632096C-6EF8-4615-9517-23B4255F2C34"
"313","Unranked Castaneopses","http://ifpni.org/infragenus.htm?id=F58A8792-45D9-4D85-996D-90806F38C3C6"
"314","Unranked Dalliae","http://ifpni.org/infragenus.htm?id=62F446FA-5880-4423-AEFC-2290BCEEA24F"
"315","Unranked Distinctae","http://ifpni.org/infragenus.htm?id=D220AECA-B49B-498F-8678-AD1F5DAF9027"
"316","Unranked Fraxinifoliae","http://ifpni.org/infragenus.htm?id=F8CE0F2F-E9EC-41D4-8627-7793B1678AD9"
"317","Unranked Lambertenses","http://ifpni.org/infragenus.htm?id=DD51E187-8E7C-49DD-BC4A-15B351069CA6"
"318","Unranked Lobatae","http://ifpni.org/infragenus.htm?id=266DF7CB-DA32-4867-928E-8F647C7F306E"
"319","Unranked Magnifoliae","http://ifpni.org/infragenus.htm?id=F34B5772-2521-49DE-B647-EE8E105B2F39"
"320","Unranked Myricaefoliae","http://ifpni.org/infragenus.htm?id=6AEA482E-0B19-4440-B338-32CA32B7EC16"
"321","Unranked Paucidentatae","http://ifpni.org/infragenus.htm?id=B31FECFD-3059-4BAA-BFBF-83F70DC5E096"
"322","Unranked Simulatae","http://ifpni.org/infragenus.htm?id=A78656AE-F0E3-497E-82B9-3BB12A814351"
"323","Unranked Spurio-ilices","http://ifpni.org/infragenus.htm?id=0B285DAE-0DC2-4D0E-B165-D52DD23ACB49"
"324","Unranked Suspectae","http://ifpni.org/infragenus.htm?id=D13F5ADC-E1F2-4D0C-9F3B-B8C583EC7CA7"
"325","Unranked Palaeofrangula","http://ifpni.org/infragenus.htm?id=7A4F59B7-8AF0-560E-5ED7-B81412F36CD3"
"326","Subgenus Alatorufloria","http://ifpni.org/infragenus.htm?id=D63B815F-F1B7-49A3-A36A-4F09C2CE1244"
"327","Subgenus Praerufloria","http://ifpni.org/infragenus.htm?id=13BAA88C-1325-43B2-BFEE-DAE09912209A"
"328","Subgenus Tomentophylla","http://ifpni.org/infragenus.htm?id=6DCA76A8-1E04-4797-8142-C1E6913D0EF7"
"329","Subgenus Tungophylla","http://ifpni.org/infragenus.htm?id=3A794243-70B6-4934-A81E-846D8940A2E1"
"330","Section Imperfectina","http://ifpni.org/infragenus.htm?id=7D99F482-07FA-4435-B7BF-2D7156529C9D"
"331","Section Incurvata","http://ifpni.org/infragenus.htm?id=A95613DC-30B3-4F6D-D410-0628C48EF53E"
"332","Genus Longiuscula","http://ifpni.org/infragenus.htm?id=FAFE97A0-AF31-5B38-D7F4-81610EB1C48D"
"333","Section Rectella","http://ifpni.org/infragenus.htm?id=3AA8287A-AAAD-6FC6-E89E-F0FC622D5F8A"
"334","Section Cerebrata","http://ifpni.org/infragenus.htm?id=E85E734C-8D3E-4C43-8C9F-97CF3F0856CE"
"335","Unranked Araliopsis","http://ifpni.org/infragenus.htm?id=147BFDCF-9C88-4FE9-919D-C527EE0E8EA3"
"336","Unranked Araliopsis","http://ifpni.org/infragenus.htm?id=81C1C9C1-3367-4391-96CE-FB3C9F4B610F"
"337","Subgenus Asolanus","http://ifpni.org/infragenus.htm?id=AEFD8AAB-F9BA-48C6-BAD9-1FC283259CFC"
"338","Section Caulopteris","http://ifpni.org/infragenus.htm?id=7A9D4B5D-83EE-2342-516C-FAF8B4BB76D7"
"339","Section Caulopteroides","http://ifpni.org/infragenus.htm?id=1CC1216E-8D5A-0B53-985B-ABC0486BE4A5"
"340","Unranked Caulopteroides","http://ifpni.org/infragenus.htm?id=586E04E7-743B-E1BE-3E96-271AB6F84EB2"
"341","Section Clathraria","http://ifpni.org/infragenus.htm?id=3FE639C0-D114-C704-6361-B3B0D46DE234"
"342","Subgenus Clathraria","http://ifpni.org/infragenus.htm?id=C6196837-B1C9-4A20-B5B3-DC9C31CB7E37"
"343","Subgenus Favularia","http://ifpni.org/infragenus.htm?id=E3000519-2949-4889-B705-80D157D7C702"
"344","Subgenus Heleniella","http://ifpni.org/infragenus.htm?id=F0B6558A-0D86-4BC2-BBDB-C819813CC8C1"
"345","Section Leiodermariae","http://ifpni.org/infragenus.htm?id=4263BA0C-28B1-D96A-CF52-936BBB4112C5"
"346","Unranked Lineolaria","http://ifpni.org/infragenus.htm?id=4A741575-4E5A-CAAC-B94B-8E79868A4D3F"
"347","Section Lineolaria","http://ifpni.org/infragenus.htm?id=A3924DA7-02BD-68C3-9046-4D98DC31182F"
"348","Subgenus Rhytidolepis","http://ifpni.org/infragenus.htm?id=00ED5B2C-EDF0-45E2-8B46-39382054A2CD"
"349","Section Rhytidolepis","http://ifpni.org/infragenus.htm?id=8DC78C74-5C1E-844A-28EE-CE080CABA251"
"350","Section Syringodendron","http://ifpni.org/infragenus.htm?id=8E0C41B4-3DF2-D5C7-62C2-8AF00E293CAF"
"351","Subgenus Eusphaerococcides","http://ifpni.org/infragenus.htm?id=6A869C49-C68E-2614-4024-AB6332FE9DC5"
"352","Subgenus Halymenides","http://ifpni.org/infragenus.htm?id=4CE0524C-BA9B-F41D-7692-8C5AE4D72F9C"
"353","Subgenus Tikhvinskia","http://ifpni.org/infragenus.htm?id=81D8B8CC-3451-4171-AF1D-45B3F1DF75FE"
"354","Subgenus Aneimiites","http://ifpni.org/infragenus.htm?id=CD40E831-367A-3282-B0B9-373276D5A14D"
"355","Unranked Aspidioides","http://ifpni.org/infragenus.htm?id=9AF725A8-24BA-4826-5789-D953F9BC62E8"
"356","Subgenus Cheilanthites","http://ifpni.org/infragenus.htm?id=E91515E6-E37D-2B08-DE23-70551BBE8B55"
"357","Unranked Cheilanthoides","http://ifpni.org/infragenus.htm?id=D1550C9D-6862-6888-8E90-7C460A69E29C"
"358","Unranked Conjunctae","http://ifpni.org/infragenus.htm?id=03791082-FEA6-EDAD-15EC-92E2D0544216"
"359","Unranked Davallioides","http://ifpni.org/infragenus.htm?id=C0A79D94-981C-6FC3-C207-568042443925"
"360","Subgenus Dicksoniites","http://ifpni.org/infragenus.htm?id=02F1408A-9AE1-9B18-59F2-09482DCA4316"
"361","Unranked Dicksonioides","http://ifpni.org/infragenus.htm?id=3A9AFFA0-2432-5BA9-5136-FD62ED0319DD"
"362","Subgenus Eusphenopteris","http://ifpni.org/infragenus.htm?id=E607B6DA-71FE-5199-B852-9C12537B7FE4"
"363","Subgenus Gymnogrammites","http://ifpni.org/infragenus.htm?id=0D2D05B4-9B33-326C-A29C-3780828E260D"
"364","Subgenus Hymenophyllites","http://ifpni.org/infragenus.htm?id=0BF2A6C3-9215-5E2B-001D-1BAE72448783"
"365","Unranked Solutae","http://ifpni.org/infragenus.htm?id=FF15818A-1B42-EB4D-1DF9-1C8231CBE5A4"
"366","Subgenus Trichomanides","http://ifpni.org/infragenus.htm?id=94D0D060-3ED6-BE1F-CACF-53283AC764BE"
"367","Subgenus Trichomanites","http://ifpni.org/infragenus.htm?id=851AC57F-90AC-D672-71E5-E106C44C7D1D"
"368","Subgenus Cyclozamia","http://ifpni.org/infragenus.htm?id=5687CD4C-0BD5-4619-AD66-E4E2FAAEB95B"
"369","Subgenus Acropteris","http://ifpni.org/infragenus.htm?id=E39C7DA3-251E-B336-9D18-C709E0AA55E5"
"370","Subgenus Notopteris","http://ifpni.org/infragenus.htm?id=B071E7A4-5FEC-A2BD-40E8-D7DBEFBC5E66"
"371","Subgenus Psilastephanoporites","http://ifpni.org/infragenus.htm?id=18F66ECA-947A-FAA9-F797-92263EA6945D"
"372","Subgenus Distancoraesporis","http://ifpni.org/infragenus.htm?id=D6C7F45C-6D4A-FF5F-B102-81E9A4CE3945"
"373","Subgenus Distgranisporis","http://ifpni.org/infragenus.htm?id=F54515D7-D58B-6B15-5F63-C2DB785FA0EC"
"374","Subgenus Distverrusporis","http://ifpni.org/infragenus.htm?id=B005BB91-56DA-8B44-3142-998E7C0DCE7A"
"375","Subgenus Distzonosporis","http://ifpni.org/infragenus.htm?id=4540AA87-8078-0E28-E28A-2101596A2486"
"376","Subgenus Stereigranisporis","http://ifpni.org/infragenus.htm?id=E7EE5253-0BBF-60B0-F91E-27520F808912"
"377","Subgenus Structisporis","http://ifpni.org/infragenus.htm?id=BF76330F-80AC-B004-A95A-0C52C8C74434"
"378","Section Imperfectus","http://ifpni.org/infragenus.htm?id=1FE5B745-E506-4B8D-BD8C-5F58C33867BC"
"379","Section Inversus","http://ifpni.org/infragenus.htm?id=E5804CA6-FAC7-43B7-BE31-4604BB0C4181"
"380","Subgenus Centroporus","http://ifpni.org/infragenus.htm?id=49186FA3-E560-43C9-AB28-15333E937357"
"381","Subgenus Elbursia","http://ifpni.org/infragenus.htm?id=3FB029F6-6E55-4976-81BF-176D0E548071"
"382","Unranked Callitroxylon","http://ifpni.org/infragenus.htm?id=40F80950-4E94-8CE2-03B9-278A327A9FF9"
"383","Subgenus Sulcosphaera","http://ifpni.org/infragenus.htm?id=556DA92B-FC69-49AA-9A7C-43C987116573"
"384","Section Manifestoidae","http://ifpni.org/infragenus.htm?id=87DDF6B1-F934-4FA5-84DF-13813A9BD821"
"385","Section Obscuroidae","http://ifpni.org/infragenus.htm?id=2118877E-6533-4148-B8E8-FEBD86A4975D"
"386","Subgenus Borejella","http://ifpni.org/infragenus.htm?id=681B9E86-5C36-476B-B95E-DD9146F20D70"
"387","Subgenus Paratomiodendron","http://ifpni.org/infragenus.htm?id=A049CE30-4773-18C8-2CE6-4F8607227347"
"388","Section Ceretaniensis","http://ifpni.org/infragenus.htm?id=D3C356A6-3349-4107-974E-DFE4DE5623DD"
"389","Section Heeriensis","http://ifpni.org/infragenus.htm?id=D16E8A8D-A017-43B7-B8A3-54B7386F65FA"
"390","Section Hemitrapa","http://ifpni.org/infragenus.htm?id=3F7BB8D5-C6B4-43ED-A348-FEBEA053ACDA"
"391","Section Hemitrapa","http://ifpni.org/infragenus.htm?id=8EAC23F0-81EF-4FDF-BA32-3D25DCCE0046"
"392","Section Silesiensis","http://ifpni.org/infragenus.htm?id=DBC8BF28-341F-402D-977B-D42FA3C7F681"
"393","Subgenus Stipitrapa","http://ifpni.org/infragenus.htm?id=60A5D258-2F05-433E-B1B0-8C912D77B063"
"394","Section Alabroidae","http://ifpni.org/infragenus.htm?id=399C3153-3B43-4B72-959E-E2C553B62C0A"
"395","Section Anuloferoidae","http://ifpni.org/infragenus.htm?id=4E8E4368-BC9E-42DF-8DE0-C312D25E3ED9"
"396","Section Labroferoidae","http://ifpni.org/infragenus.htm?id=AA7B6E01-B75F-4869-8352-1D287CC215DA"
"397","Section Asperoidae","http://ifpni.org/infragenus.htm?id=0B8A3E64-31EB-452B-9B53-45CA53EA4DB5"
"398","Section Spinosoidae","http://ifpni.org/infragenus.htm?id=E49C6C8F-86A6-4C02-8540-E74E786490AE"
"399","Subgenus Auxiliopollis","http://ifpni.org/infragenus.htm?id=4C90B092-88CE-EA77-B550-910AD4D56057"
"400","Section Clavoferae","http://ifpni.org/infragenus.htm?id=3ADE7E2C-3F1C-4E8D-BE68-DB09C39AD3F2"
"401","Section Cruciporoidae","http://ifpni.org/infragenus.htm?id=276F5EC3-F742-4002-A2D8-71AF658F8AA4"
"402","Section Longoporoidae","http://ifpni.org/infragenus.htm?id=A255E16E-FBB6-426C-BEF3-BE853D28A5A3"
"403","Section Microporoidae","http://ifpni.org/infragenus.htm?id=CD5DBD1C-7708-4D05-B366-0464F378EB8A"
"404","Section Orbiporoidae","http://ifpni.org/infragenus.htm?id=63A5C572-EC36-4483-B12C-55A49B5926E4"
"405","Section Aphanozonati","http://ifpni.org/infragenus.htm?id=F07C1B79-E1DC-46C4-B374-5E7D55B49C68"
"406","Unranked Apiculatae","http://ifpni.org/infragenus.htm?id=C71F6C7B-4437-5857-3954-71396DB4E652"
"407","Subgenus Apiculati","http://ifpni.org/infragenus.htm?id=989E9A88-4ADB-971B-DB84-96074BD451CF"
"408","Section Auriculati","http://ifpni.org/infragenus.htm?id=B2329097-B17E-458B-9DCA-2B73941BBD51"
"409","Unranked Laevigatae","http://ifpni.org/infragenus.htm?id=3A2B3E17-79EA-E18B-27EA-FEF7EC7E009C"
"410","Subgenus Laevigati","http://ifpni.org/infragenus.htm?id=13A436C8-D815-0943-FD35-E10986B45BDD"
"411","Section Lagenicula","http://ifpni.org/infragenus.htm?id=26AA317C-7097-4D89-A270-83C6C92E7FC1"
"412","Unranked Lagenicula","http://ifpni.org/infragenus.htm?id=40D931E7-0186-6B28-A3A8-F3B0A61AA625"
"413","Section Triangulati","http://ifpni.org/infragenus.htm?id=6DFAADBD-6002-486F-A005-02C6A6DEB36D"
"414","Section Zonales","http://ifpni.org/infragenus.htm?id=2ACABDCA-D9B0-4D20-952B-5CBFC5046F67"
"415","Subgenus Zonales","http://ifpni.org/infragenus.htm?id=4329642F-292C-C35D-4891-1888F70BED11"
"416","Subgenus Sinoporella","http://ifpni.org/infragenus.htm?id=61556F95-6BC9-4902-A999-097FBB22C9F0"
"417","Subgenus Eutrochiliscus","http://ifpni.org/infragenus.htm?id=B898D7B1-EBA4-4B46-A9C9-A186BDFF4F4E"
"418","Subgenus Karpinskya","http://ifpni.org/infragenus.htm?id=2D203F6F-160E-4926-AE42-973DE367CB9A"
"419","Section Anuloidaepollenites","http://ifpni.org/infragenus.htm?id=A319EE81-FFB2-378F-CD37-26C70AE352F0"
"420","Section Pertrudoidaepollenites","http://ifpni.org/infragenus.htm?id=F3C019E3-AFEA-D3CF-A880-228FBC93B9C6"
"421","Section Pompeckjoidaepollenites","http://ifpni.org/infragenus.htm?id=2EF40CB8-EB2C-B3E1-B65A-349728E6E578"
"422","Section Protrudoidaepollenites","http://ifpni.org/infragenus.htm?id=FA0B816A-75F0-4F26-A652-FD8845F1E7C9"
"423","Subgenus Palaeotsuga","http://ifpni.org/infragenus.htm?id=1CF8E078-1D01-8E4C-9163-16B215E5138C"
"424","Section Alnaria","http://ifpni.org/infragenus.htm?id=1334E881-1760-475F-88AD-533562510FF9"
"425","Section Itelmenia","http://ifpni.org/infragenus.htm?id=3A4A0557-15CD-4E98-9AFA-FEE7CA812DBB"
"426","Subgenus Zamites","http://ifpni.org/infragenus.htm?id=567C8E87-B30D-45F0-9FD9-4644100D7457"
"427","Section Podozamites","http://ifpni.org/infragenus.htm?id=0BA8063C-EED3-48C2-A47D-808878E0679A"
"428","Subgenus Podozamites","http://ifpni.org/infragenus.htm?id=19FB9F5E-9915-FA38-4651-DDC9200F2C6F"
"429","Unranked Annulati-sporites","http://ifpni.org/infragenus.htm?id=4179ECB0-9A94-49E1-8BE5-7C8E9A1B65D4"
"430","Section Euzosterophyllum","http://ifpni.org/infragenus.htm?id=CB574635-4A1E-4DE3-9ACB-6FA134BBE558"
"431","Section Platyzosterophyllum","http://ifpni.org/infragenus.htm?id=27BF44E6-62CF-41B5-9BFB-5774C217C9B7"
"432","Subgenus Ankyropteris","http://ifpni.org/infragenus.htm?id=2B22E706-E323-C759-113F-0B14701CFA9B"
