"Name","URL"
"Achnanthes","http://ifpni.org/genus.htm?id=667400F0-5DC5-4D7A-94B9-45D9A480F09D"
"Achomosphaera","http://ifpni.org/genus.htm?id=8435A912-62E9-4100-95A8-4836C39CDFDD"
"Achras","http://ifpni.org/genus.htm?id=CBFE5D1E-CA13-4D56-8220-E5C84E8F76CF"
"Acicularia","http://ifpni.org/genus.htm?id=9E93FA01-AE10-4F44-98E6-09047D44AA3D"
"Acicularia","http://ifpni.org/genus.htm?id=FF941BCC-739E-4349-9F58-D3AD16123172"
"Aciculella","http://ifpni.org/genus.htm?id=14CF9017-BC44-4313-94BA-4D7027DBED32"
"Aciculella","http://ifpni.org/genus.htm?id=192FD4B4-A505-D036-4AC0-6D7EE2A98EAF"
"Aciculites","http://ifpni.org/genus.htm?id=2629B090-16F2-4072-9FE3-C7E0587D716D"
"Acigonium","http://ifpni.org/genus.htm?id=7F58D325-6B35-47D6-81DF-58E36746E153"
"Acinocricus","http://ifpni.org/genus.htm?id=009A1A72-0D2F-4EAC-AFE7-88311E580BF4"
"Acinosella","http://ifpni.org/genus.htm?id=9C4BA962-10FE-4E54-A38E-E6D9663F2BDC"
"Acinosporites","http://ifpni.org/genus.htm?id=2AA38C8F-7B80-4F29-9710-6A129560AE1B"
"Aciphylla","http://ifpni.org/genus.htm?id=25C5EEE1-2896-4F82-ABB2-E596D230D048"
"Acitheca","http://ifpni.org/genus.htm?id=A3AA53B7-01E5-420B-90F6-4964E7645993"
"Aclistochara","http://ifpni.org/genus.htm?id=3A986D8A-834B-4DDA-B29F-8D2446738DB5"
"Acmena","http://ifpni.org/genus.htm?id=61432A6E-C7E9-4A36-FBAB-6C6BFC63DCEE"
"Acmopyle","http://ifpni.org/genus.htm?id=F12DF37F-D286-7AFF-54CB-8CB18C1F1440"
"Acmopylites","http://ifpni.org/genus.htm?id=38CA7E5B-910D-4C61-96E2-E86134E8D596"
"Acolporipites","http://ifpni.org/genus.htm?id=5F0EC36F-71A7-46DD-BC4B-D7C6B37D3B42"
"Acophyllum","http://ifpni.org/genus.htm?id=F2016218-EFC5-44F8-914C-C128234134A9"
"Acorellus","http://ifpni.org/genus.htm?id=8A49B59B-1649-D68A-BB9D-CB3263F58607"
"Acorites","http://ifpni.org/genus.htm?id=B14D2F53-CBD7-428C-80AF-C7AB948608A5"
"Acoropsis","http://ifpni.org/genus.htm?id=01D7F50C-E8C4-47A7-A74A-869E3C021CFB"
"Acorus","http://ifpni.org/genus.htm?id=7798C7FC-2415-4783-8786-52C5F3C162A9"
"Acoxylon","http://ifpni.org/genus.htm?id=92B137A4-8603-45EF-A3C5-77035B05EFAB"
"Acozamites","http://ifpni.org/genus.htm?id=A85F8B13-115C-4332-8CE1-E2866B19C6FD"
